Province/State,Alberta,British Columbia,Diamond Princess,Grand Princess,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prince Edward Island,Quebec,Repatriated Travellers,Saskatchewan,Yukon,Total_death
10/19/2021,2988,2086,1,0,1234,94,15,9,98,4,9819,0,11453,0,793,10,28604
10/20/2021,3006,2092,1,0,1235,99,15,9,98,4,9823,0,11455,0,798,10,28645
10/21/2021,3014,2096,1,0,1235,101,15,9,98,4,9827,0,11458,0,800,10,28668
10/22/2021,3026,2109,1,0,1235,106,15,9,98,4,9839,0,11466,0,812,10,28730
10/23/2021,3026,2109,1,0,1235,107,15,9,98,4,9845,0,11470,0,817,10,28746
10/24/2021,3026,2109,1,0,1235,108,15,9,98,4,9846,0,11472,0,817,10,28750
10/25/2021,3051,2129,1,0,1237,111,15,9,99,4,9846,0,11477,0,817,10,28806
10/26/2021,3063,2131,1,0,1237,111,15,10,100,4,9852,0,11481,0,827,10,28842
10/27/2021,3073,2137,1,0,1240,112,16,10,100,4,9862,0,11485,0,832,10,28882
10/28/2021,3085,2147,1,0,1244,114,16,10,100,4,9865,0,11490,0,843,10,28929
10/29/2021,3093,2156,1,0,1246,114,16,11,100,4,9865,0,11491,0,846,10,28953
10/30/2021,3093,2156,1,0,1246,116,16,11,100,4,9869,0,11493,0,850,10,28965
10/31/2021,3093,2156,1,0,1246,117,16,11,100,4,9871,0,11494,0,851,10,28970
11/1/2021,3111,2181,1,0,1248,117,16,11,101,4,9874,0,11496,0,854,10,29024
11/2/2021,3119,2186,1,0,1249,118,16,11,101,4,9881,0,11502,0,859,10,29057
11/3/2021,3133,2192,1,0,1251,119,16,11,101,4,9886,0,11510,0,861,10,29095
11/4/2021,3137,2200,1,0,1253,120,16,11,101,4,9891,0,11510,0,861,10,29115
11/5/2021,3142,2201,1,0,1256,121,16,11,101,4,9896,0,11511,0,863,10,29133
11/6/2021,3142,2201,1,0,1256,121,16,11,101,4,9896,0,11515,0,866,10,29140
11/7/2021,3142,2201,1,0,1256,121,16,11,101,4,9898,0,11518,0,872,10,29151
11/8/2021,3155,2218,1,0,1262,121,16,11,101,4,9900,0,11522,0,873,10,29194
11/9/2021,3159,2223,1,0,1266,121,16,11,102,4,9903,0,11528,0,874,10,29218
11/10/2021,3164,2234,1,0,1268,121,16,12,102,4,9912,0,11529,0,878,10,29251
11/11/2021,3164,2234,1,0,1268,121,16,12,102,4,9916,0,11533,0,886,10,29267
11/12/2021,3171,2257,1,0,1269,121,16,12,102,4,9921,0,11535,0,891,10,29310
11/13/2021,3171,2257,1,0,1269,121,16,12,102,4,9927,0,11541,0,893,11,29325
11/14/2021,3171,2257,1,0,1269,122,16,12,102,4,9934,0,11545,0,894,11,29338
11/15/2021,3188,2273,1,0,1273,122,17,12,105,4,9937,0,11546,0,896,11,29385
11/16/2021,3201,2274,1,0,1274,122,17,12,105,4,9938,0,11548,0,897,11,29404
11/17/2021,3204,2281,1,0,1276,122,17,12,105,4,9950,0,11548,0,901,11,29432
11/18/2021,3209,2290,1,0,1281,122,17,12,105,4,9955,0,11550,0,905,12,29463
11/19/2021,3211,2293,1,0,1285,122,17,12,106,4,9959,0,11552,0,908,12,29482
11/20/2021,3211,2293,1,0,1285,122,17,12,106,4,9964,0,11555,0,910,12,29492
11/21/2021,3211,2293,1,0,1285,122,17,12,106,4,9967,0,11558,0,911,12,29499
11/22/2021,3217,2303,1,0,1292,122,17,12,107,4,9968,0,11560,0,912,12,29527
11/23/2021,3227,2304,1,0,1296,123,17,12,107,4,9974,0,11565,0,914,12,29556
11/24/2021,3231,2313,1,0,1299,123,18,12,107,4,9981,0,11566,0,914,12,29581
11/25/2021,3232,2316,1,0,1304,123,18,12,108,4,9985,0,11571,0,915,12,29601
11/26/2021,3235,2322,1,0,1305,123,18,12,108,4,9991,0,11571,0,916,13,29619
11/27/2021,3235,2322,1,0,1305,123,18,12,108,4,9993,0,11574,0,921,13,29629
11/28/2021,3235,2322,1,0,1305,123,18,12,108,4,9994,0,11574,0,925,13,29634
11/29/2021,3242,2333,1,0,1315,124,18,12,110,4,9997,0,11576,0,926,13,29671
11/30/2021,3248,2333,1,0,1319,125,18,12,110,4,10000,0,11579,0,926,13,29688
12/1/2021,3255,2340,1,0,1321,128,18,12,110,4,10005,0,11581,0,927,13,29715
12/2/2021,3257,2345,1,0,1324,130,18,12,110,4,10012,0,11583,0,928,14,29738
12/3/2021,3258,2351,1,0,1328,132,18,12,110,4,10016,0,11585,0,929,14,29758
12/4/2021,3258,2351,1,0,1328,132,18,12,110,4,10024,0,11586,0,929,14,29767
12/5/2021,3258,2351,1,0,1328,133,18,12,110,4,10024,0,11587,0,929,14,29769
12/6/2021,3263,2362,1,0,1334,136,18,12,110,4,10027,0,11589,0,931,14,29801
12/7/2021,3268,2363,1,0,1338,136,18,12,110,4,10036,0,11594,0,934,14,29828
12/8/2021,3272,2369,1,0,1341,136,18,12,110,4,10044,0,11596,0,936,14,29853
12/9/2021,3271,2378,1,0,1344,138,18,12,110,4,10054,0,11597,0,936,14,29877
12/10/2021,3272,2381,1,0,1345,139,18,12,110,4,10065,0,11603,0,937,14,29901
12/11/2021,3272,2381,1,0,1345,140,18,12,110,4,10070,0,11607,0,937,14,29911
12/12/2021,3272,2381,1,0,1345,140,18,12,110,4,10078,0,11608,0,937,14,29920
12/13/2021,3275,2386,1,0,1353,142,18,12,110,4,10079,0,11611,0,937,14,29942
12/14/2021,3283,2386,1,0,1355,144,18,12,110,4,10084,0,11618,0,941,14,29970
12/15/2021,3286,2393,1,0,1357,144,18,12,110,4,10093,0,11622,0,941,14,29995
12/16/2021,3285,2396,1,0,1359,144,18,12,110,4,10102,0,11627,0,941,14,30013
12/17/2021,3286,2399,1,0,1360,146,18,12,110,4,10107,0,11634,0,942,14,30033
12/18/2021,3286,2399,1,0,1360,148,18,12,110,4,10111,0,11636,0,942,14,30041
12/19/2021,3286,2399,1,0,1360,148,18,12,110,4,10113,0,11639,0,942,14,30046
12/20/2021,3292,2402,1,0,1366,148,18,12,110,4,10113,0,11642,0,942,14,30064
12/21/2021,3294,2403,1,0,1366,148,18,12,110,4,10123,0,11650,0,943,14,30086
12/22/2021,3299,2409,1,0,1368,149,18,12,111,4,10133,0,11652,0,944,14,30114
12/23/2021,3299,2410,1,0,1369,151,18,12,111,4,10140,0,11658,0,945,14,30132
12/24/2021,3299,2414,1,0,1370,152,18,12,111,4,10146,0,11660,0,945,14,30146
12/25/2021,3299,2414,1,0,1370,152,18,12,111,4,10149,0,11664,0,945,14,30153
12/26/2021,3299,2414,1,0,1370,152,18,12,111,4,10156,0,11667,0,945,14,30163
12/27/2021,3299,2414,1,0,1378,156,18,12,111,4,10161,0,11677,0,945,14,30190
12/28/2021,3299,2414,1,0,1383,156,18,12,111,4,10168,0,11692,0,947,14,30219
12/29/2021,3310,2419,1,0,1384,157,18,12,111,4,10171,0,11702,0,951,14,30254
12/30/2021,3310,2420,1,0,1387,159,18,12,111,4,10179,0,11711,0,955,14,30281
12/31/2021,3310,2423,1,0,1392,160,19,12,111,4,10194,0,11724,0,955,15,30320
1/1/2022,3310,2423,1,0,1392,160,19,12,111,4,10206,0,11732,0,955,15,30340
1/2/2022,3310,2423,1,0,1392,160,19,12,111,4,10223,0,11745,0,955,15,30370
1/3/2022,3310,2423,1,0,1398,162,20,12,111,4,10229,0,11760,0,955,15,30400
1/4/2022,3322,2427,1,0,1400,165,20,12,111,4,10239,0,11760,0,960,15,30436
1/5/2022,3333,2427,1,0,1402,168,20,12,111,4,10252,0,11820,0,960,15,30525
1/6/2022,3336,2430,1,0,1408,169,20,12,111,4,10272,0,11846,0,961,15,30585
1/7/2022,3338,2439,1,0,1408,170,21,12,111,4,10315,0,11873,0,961,15,30668
1/8/2022,3338,2439,1,0,1408,171,21,12,111,4,10345,0,11873,0,961,15,30699
1/9/2022,3338,2439,1,0,1408,172,21,12,111,4,10366,0,11917,0,961,15,30765
1/10/2022,3344,2446,1,0,1427,172,23,12,112,4,10378,0,11966,0,961,15,30861
1/11/2022,3352,2449,1,0,1426,173,23,12,114,4,10399,0,12028,0,961,15,30957
1/12/2022,3367,2455,1,0,1429,174,23,12,115,4,10445,0,12080,0,961,15,31081
1/13/2022,3375,2462,1,0,1438,178,23,12,117,4,10480,0,12125,0,961,15,31191
1/14/2022,3380,2468,1,0,1443,182,24,12,117,4,10522,2,12193,0,961,15,31324
1/15/2022,3380,2468,1,0,1443,183,25,12,117,4,10565,2,12289,0,961,15,31465
1/16/2022,3380,2468,1,0,1443,187,26,12,117,4,10605,2,12310,0,961,15,31531
1/17/2022,3403,2490,1,0,1463,189,26,13,117,4,10628,2,12364,0,961,15,31676
1/18/2022,3412,2492,1,0,1466,192,28,13,121,5,10666,2,12453,0,961,15,31827
1/19/2022,3413,2505,1,0,1478,196,28,13,122,5,10726,2,12541,0,961,15,32006
1/20/2022,3421,2520,1,0,1485,199,30,13,124,5,10801,3,12639,0,961,15,32217
1/21/2022,3429,2529,1,0,1492,201,30,14,128,5,10865,3,12698,0,969,16,32380
1/22/2022,3429,2529,1,0,1492,207,30,14,128,5,10912,3,12766,0,972,16,32504
1/23/2022,3429,2529,1,0,1492,207,30,14,128,5,10968,3,12766,0,972,16,32560
1/24/2022,3429,2529,1,0,1515,212,31,14,128,5,11004,6,12851,0,975,16,32716
1/25/2022,3483,2554,1,0,1521,215,31,15,131,5,11068,9,12936,0,977,16,32962
1/26/2022,3483,2554,1,0,1521,215,34,15,136,5,11160,9,12936,0,983,16,33068
1/27/2022,3518,2588,1,0,1538,224,38,15,136,5,11230,9,13065,0,985,16,33368
1/28/2022,3531,2597,1,0,1543,228,38,15,142,5,11298,9,13113,0,987,16,33523
1/29/2022,3531,2597,1,0,1543,228,38,15,142,5,11354,9,13179,0,989,16,33647
1/30/2022,3531,2597,1,0,1543,233,38,15,142,5,11412,9,13190,0,990,16,33722
1/31/2022,3566,2616,1,0,1562,238,40,15,142,5,11444,10,13223,0,992,16,33870
2/1/2022,3579,2625,1,0,1569,243,40,15,146,5,11504,10,13286,0,993,16,34032
2/2/2022,3593,2643,1,0,1576,247,44,15,147,5,11576,11,13336,0,997,16,34207
2/3/2022,3608,2656,1,0,1583,251,45,17,153,5,11651,11,13378,0,1001,18,34378
2/4/2022,3634,2675,1,0,1585,252,46,17,157,5,11711,11,13420,0,1005,18,34537
2/5/2022,3634,2675,1,0,1585,258,46,17,157,5,11770,11,13453,0,1006,18,34636
2/6/2022,3634,2675,1,0,1585,259,46,17,157,5,11825,11,13475,0,1012,18,34720
2/7/2022,3673,2707,1,0,1600,263,46,17,158,5,11836,12,13495,0,1012,20,34845
2/8/2022,3686,2707,1,0,1602,269,48,17,161,5,11878,12,13551,0,1012,20,34969
2/9/2022,3696,2725,1,0,1613,275,50,17,161,5,11944,13,13582,0,1012,20,35114
2/10/2022,3718,2730,1,0,1616,278,50,17,166,5,11988,13,13617,0,1012,20,35231
2/11/2022,3741,2747,1,0,1619,282,52,17,167,5,12040,13,13656,0,1012,20,35372
2/12/2022,3741,2747,1,0,1619,286,52,17,167,5,12075,13,13684,0,1054,20,35481
2/13/2022,3741,2747,1,0,1619,290,52,17,167,5,12093,13,13693,0,1054,20,35512
2/14/2022,3776,2764,1,0,1637,292,56,17,167,5,12101,14,13710,0,1054,20,35614
2/15/2022,3790,2766,1,0,1637,293,57,17,176,5,12120,14,13766,0,1054,20,35716
2/16/2022,3804,2777,1,0,1642,296,60,17,182,5,12167,14,13790,0,1054,20,35829
2/17/2022,3822,2781,1,0,1647,297,61,17,182,5,12204,15,13812,0,1054,20,35918
2/18/2022,3830,2786,1,0,1649,298,61,18,188,5,12237,15,13835,0,1054,20,35997
2/19/2022,3830,2786,1,0,1649,298,61,18,188,5,12247,15,13841,0,1054,20,36013
2/20/2022,3830,2786,1,0,1649,298,61,18,188,5,12264,15,13853,0,1054,20,36042
2/21/2022,3830,2786,1,0,1649,298,63,18,188,5,12279,15,13856,0,1054,20,36062
2/22/2022,3830,2830,1,0,1660,300,63,19,188,5,12288,15,13886,0,1054,20,36159
2/23/2022,3883,2831,1,0,1663,300,64,19,191,5,12306,15,13903,0,1054,20,36255
2/24/2022,3885,2831,1,0,1668,300,64,19,191,5,12347,15,13931,0,1054,21,36332
2/25/2022,3898,2851,1,0,1675,301,64,19,191,5,12386,15,13955,0,1091,21,36473
2/26/2022,3898,2851,1,0,1675,301,64,19,191,5,12420,15,13955,0,1091,21,36507
2/27/2022,3898,2851,1,0,1675,301,64,19,191,5,12430,15,13974,0,1091,21,36536
2/28/2022,3912,2873,1,0,1680,304,66,19,193,5,12433,15,13981,0,1091,21,36594
3/1/2022,3912,2873,1,0,1680,306,66,19,193,5,12451,16,13996,0,1091,21,36630
3/2/2022,3939,2883,1,0,1682,306,66,19,202,5,12478,16,14016,0,1091,22,36726
3/3/2022,3946,2896,1,0,1685,308,66,19,206,5,12497,16,14040,0,1091,22,36798
3/4/2022,3954,2903,1,0,1690,309,66,19,208,5,12525,16,14056,0,1135,22,36909
3/5/2022,3954,2903,1,0,1690,309,66,19,208,5,12549,16,14076,0,1135,22,36953
3/6/2022,3954,2903,1,0,1690,309,66,19,208,5,12570,16,14085,0,1135,22,36983
3/7/2022,3972,2914,1,0,1700,311,68,19,212,5,12574,16,14091,0,1135,22,37040
3/8/2022,3979,2915,1,0,1700,312,68,19,212,5,12591,16,14120,0,1135,22,37095
3/9/2022,3986,2929,1,0,1703,313,72,20,212,5,12618,16,14126,0,1135,22,37158
3/10/2022,3992,2932,1,0,1708,316,72,20,212,5,12638,16,14141,0,1135,23,37211
3/11/2022,4003,2935,1,0,1710,317,76,20,218,5,12227,16,14154,0,1148,23,36853
3/12/2022,4003,2935,1,0,1710,317,76,20,218,5,12247,16,14168,0,1148,23,36887
3/13/2022,4003,2935,1,0,1710,317,76,20,218,5,12256,16,14173,0,1148,23,36901
3/14/2022,4021,2946,1,0,1716,317,76,20,218,5,12256,16,14182,0,1148,23,36945
3/15/2022,4025,2946,1,0,1717,320,78,20,218,5,12272,16,14202,0,1148,23,36991
3/16/2022,4025,2953,1,0,1721,320,78,20,218,5,12288,16,14213,0,1148,23,37029
3/17/2022,4019,2960,1,0,1723,320,82,20,218,5,12307,16,14232,0,1148,23,37074
3/18/2022,4023,2966,1,0,1726,320,82,20,218,5,12313,16,14245,0,1176,23,37134
3/19/2022,4023,2966,1,0,1726,320,82,20,218,5,12329,16,14252,0,1176,23,37157
3/20/2022,4023,2966,1,0,1726,320,82,20,218,5,12332,16,14260,0,1176,23,37168
3/21/2022,4023,2974,1,0,1731,320,85,21,232,5,12336,16,14265,0,1176,23,37208
3/22/2022,4023,2974,1,0,1731,336,87,21,232,5,12343,16,14272,0,1176,24,37241
3/23/2022,4044,2975,1,0,1735,336,87,21,232,5,12356,16,14274,0,1176,24,37282
3/24/2022,4044,2981,1,0,1739,336,92,21,232,5,12366,16,14288,0,1209,24,37354
3/25/2022,4044,2983,1,0,1739,336,92,21,245,5,12388,16,14300,0,1209,24,37403
3/26/2022,4044,2983,1,0,1739,336,92,21,245,5,12397,16,14319,0,1209,24,37431
3/27/2022,4044,2983,1,0,1739,336,92,21,245,5,12401,16,14324,0,1209,24,37440
3/28/2022,4044,2989,1,0,1739,336,101,21,245,5,12405,16,14325,0,1209,24,37460
3/29/2022,4044,2990,1,0,1729,349,103,21,245,5,12414,16,14345,0,1209,24,37495
3/30/2022,4074,2996,1,0,1729,349,103,21,245,6,12427,18,14353,0,1209,24,37555
3/31/2022,4074,2998,1,0,1744,349,110,21,245,6,12433,18,14365,0,1209,24,37597
4/1/2022,4074,3002,1,0,1744,349,110,21,255,6,12451,18,14382,0,1229,24,37666
4/2/2022,4074,3002,1,0,1744,358,110,21,255,6,12460,18,14397,0,1229,24,37699
4/3/2022,4074,3002,1,0,1744,358,110,21,255,6,12470,18,14404,0,1229,24,37716
4/4/2022,4074,3002,1,0,1744,358,116,21,255,6,12470,18,14411,0,1229,24,37729
4/5/2022,4074,3002,1,0,1744,358,118,21,255,7,12479,18,14442,0,1229,24,37772
4/6/2022,4104,3002,1,0,1744,358,118,21,255,7,12511,19,14454,0,1229,24,37847
4/7/2022,4104,3004,1,0,1751,358,122,21,255,7,12527,19,14482,0,1229,24,37904
4/8/2022,4104,3004,1,0,1751,358,122,21,255,7,12537,19,14482,0,1229,24,37914
4/9/2022,4104,3004,1,0,1751,368,122,21,263,7,12548,19,14512,0,1253,24,37997
4/10/2022,4104,3004,1,0,1751,368,122,21,263,7,12563,19,14512,0,1253,24,38012
4/11/2022,4104,3004,1,0,1751,368,122,21,263,7,12566,19,14512,0,1253,24,38015
4/12/2022,4104,3004,1,0,1751,368,122,21,263,7,12570,19,14512,0,1253,24,38019
4/13/2022,4141,3004,1,0,1751,368,130,21,263,7,12583,21,14592,0,1253,24,38159
4/14/2022,4141,3036,1,0,1759,368,137,21,277,7,12606,21,14618,0,1273,24,38289
4/15/2022,4141,3036,1,0,1759,368,137,21,277,7,12619,21,14645,0,1273,24,38329
4/16/2022,4141,3036,1,0,1759,378,137,21,277,7,12629,21,14664,0,1273,24,38368
4/17/2022,4141,3036,1,0,1759,378,137,21,277,7,12630,21,14685,0,1273,24,38390
4/18/2022,4141,3036,1,0,1759,378,137,21,277,7,12632,21,14696,0,1273,24,38403
4/19/2022,4141,3036,1,0,1759,378,142,22,277,7,12633,21,14714,0,1273,24,38428
4/20/2022,4190,3036,1,0,1759,378,142,22,277,7,12661,23,14740,0,1273,24,38533
4/21/2022,4190,3077,1,0,1774,378,152,22,277,7,12678,23,14778,0,1273,24,38654
4/22/2022,4190,3077,1,0,1774,378,152,22,290,7,12704,23,14812,0,1295,24,38749
4/23/2022,4190,3077,1,0,1774,378,152,22,290,7,12728,23,14846,0,1295,24,38807
4/24/2022,4190,3077,1,0,1774,378,152,22,290,7,12734,23,14866,0,1295,24,38833
4/25/2022,4190,3077,1,0,1774,378,157,22,290,7,12736,23,14874,0,1295,24,38848
4/26/2022,4190,3077,1,0,1774,378,157,22,290,7,12750,23,14906,0,1295,24,38894
4/27/2022,4252,3077,1,0,1774,384,157,22,290,7,12772,25,14928,0,1295,24,39008
4/28/2022,4252,3147,1,0,1792,384,162,22,290,7,12792,25,14951,0,1295,25,39145
4/29/2022,4252,3147,1,0,1792,384,162,22,314,7,12812,25,14977,0,1309,25,39229
4/30/2022,4252,3147,1,0,1792,384,162,22,314,7,12825,25,15000,0,1309,25,39265
5/1/2022,4252,3147,1,0,1792,384,162,22,314,7,12842,25,15006,0,1309,25,39288
5/2/2022,4252,3147,1,0,1792,384,164,22,314,7,12842,25,15009,0,1309,25,39293
5/3/2022,4252,3147,1,0,1792,384,165,22,314,7,12858,25,15036,0,1309,25,39337
5/4/2022,4321,3147,1,0,1792,399,165,22,314,7,12889,26,15066,0,1309,25,39483
5/5/2022,4321,3226,1,0,1819,399,168,22,314,7,12921,26,15084,0,1309,25,39642
5/6/2022,4321,3226,1,0,1819,399,168,22,336,7,12938,26,15106,0,1323,25,39717
5/7/2022,4321,3226,1,0,1819,399,168,22,336,7,12962,26,15137,0,1323,25,39772
5/8/2022,4321,3226,1,0,1819,399,168,22,336,7,12972,26,15139,0,1323,25,39784
5/9/2022,4321,3226,1,0,1819,399,168,22,336,7,12972,26,15143,0,1323,25,39788
5/10/2022,4321,3226,1,0,1819,399,169,22,336,7,12991,26,15178,0,1323,25,39843
5/11/2022,4391,3226,1,0,1819,406,169,22,336,7,13020,32,15201,0,1323,25,39978
5/12/2022,4391,3307,1,0,1847,406,176,22,336,7,13034,32,15226,0,1323,25,40133
5/13/2022,4391,3307,1,0,1847,406,176,22,354,7,13052,32,15256,0,1342,25,40218
5/14/2022,4391,3307,1,0,1847,406,176,22,354,7,13063,32,15276,0,1342,25,40249
5/15/2022,4391,3307,1,0,1847,406,176,22,354,7,13070,32,15279,0,1342,25,40259
5/16/2022,4391,3307,1,0,1847,406,176,22,354,7,13072,32,15284,0,1342,25,40266
5/17/2022,4391,3307,1,0,1847,406,176,22,354,7,13083,32,15298,0,1342,25,40291
5/18/2022,4452,3307,1,0,1847,411,176,22,354,7,13099,33,15312,0,1342,25,40388
5/19/2022,4452,3398,1,0,1913,411,177,22,354,7,13122,33,15326,0,1342,25,40583
5/20/2022,4452,3398,1,0,1913,411,177,22,378,7,13146,33,15338,0,1364,25,40665
5/21/2022,4452,3398,1,0,1913,411,177,22,378,7,13159,33,15349,0,1364,25,40689
5/22/2022,4452,3398,1,0,1913,411,177,22,378,7,13161,33,15354,0,1364,25,40696
5/23/2022,4452,3398,1,0,1913,411,177,22,378,7,13163,33,15354,0,1364,25,40698
5/24/2022,4452,3398,1,0,1913,411,177,22,378,7,13164,33,15357,0,1364,25,40702
5/25/2022,4507,3398,1,0,1913,416,177,22,378,7,13175,33,15378,0,1364,26,40795
5/26/2022,4507,3469,1,0,1928,416,182,22,378,7,13195,33,15390,0,1364,26,40918
5/27/2022,4507,3469,1,0,1928,416,182,22,391,7,13210,33,15400,0,1376,26,40968
5/28/2022,4507,3469,1,0,1928,416,182,22,391,7,13223,33,15411,0,1376,26,40992
5/29/2022,4507,3469,1,0,1928,416,182,22,391,7,13225,33,15412,0,1376,26,40995
5/30/2022,4507,3469,1,0,1928,416,182,22,391,7,13226,33,15412,0,1376,26,40996
5/31/2022,4507,3469,1,0,1928,416,182,22,391,7,13241,33,15420,0,1376,26,41019
6/1/2022,4558,3469,1,0,1928,419,182,22,391,7,13265,33,15427,0,1376,26,41104
6/2/2022,4558,3547,1,0,1980,419,184,22,391,7,13267,33,15433,0,1376,26,41244
6/3/2022,4558,3547,1,0,1980,419,184,22,400,7,13275,33,15435,0,1385,26,41272
6/4/2022,4558,3547,1,0,1980,419,184,22,400,7,13285,33,15446,0,1385,26,41293
6/5/2022,4558,3547,1,0,1980,419,184,22,400,7,13288,33,15449,0,1385,26,41299
6/6/2022,4558,3547,1,0,1980,419,184,22,400,7,13289,33,15450,0,1385,26,41301
6/7/2022,4558,3547,1,0,1980,419,184,22,400,7,13293,33,15456,0,1385,26,41311
6/8/2022,4567,3547,1,0,1980,421,184,22,400,7,13304,35,15467,0,1385,26,41346
6/9/2022,4567,3614,1,0,2004,421,187,22,400,7,13314,35,15467,0,1385,26,41450
6/10/2022,4567,3614,1,0,2004,421,187,22,421,7,13324,35,15481,0,1398,26,41508
6/11/2022,4567,3614,1,0,2004,422,187,22,408,7,13336,35,15486,0,1398,26,41513
6/12/2022,4567,3614,1,0,2004,422,187,22,408,7,13338,35,15488,0,1398,26,41517
6/13/2022,4567,3614,1,0,2004,422,187,22,408,7,13338,35,15489,0,1398,26,41518
6/14/2022,4567,3614,1,0,2004,422,187,22,408,7,13343,35,15496,0,1398,26,41530
6/15/2022,4591,3614,1,0,2004,422,187,22,408,7,13351,35,15514,0,1398,26,41580
6/16/2022,4591,3682,1,0,2015,422,187,22,408,7,13357,35,15523,0,1398,26,41674
6/17/2022,4591,3682,1,0,2015,422,187,22,408,7,13358,35,15528,0,1398,26,41680
6/18/2022,4591,3682,1,0,2015,422,190,22,416,7,13358,35,15535,0,1401,26,41701
6/19/2022,4591,3682,1,0,2015,422,190,22,416,7,13362,35,15535,0,1401,26,41705
6/20/2022,4591,3682,1,0,2015,422,190,22,416,7,13362,35,15538,0,1401,26,41708
6/21/2022,4591,3682,1,0,2015,422,190,22,416,7,13365,35,15545,0,1401,26,41718
6/22/2022,4604,3682,1,0,2015,422,190,22,416,7,13370,35,15553,0,1401,26,41744
6/23/2022,4604,3722,1,0,2025,422,190,22,416,7,13378,35,15559,0,1401,26,41808
6/24/2022,4604,3722,1,0,2025,422,190,22,416,7,13381,35,15564,0,1401,26,41816
6/25/2022,4604,3722,1,0,2025,425,192,22,420,7,13388,35,15565,0,1403,26,41835
6/26/2022,4604,3722,1,0,2025,425,192,22,420,7,13389,35,15567,0,1403,26,41838
6/27/2022,4604,3722,1,0,2025,425,192,22,420,7,13389,35,15567,0,1403,26,41838
6/28/2022,4604,3722,1,0,2025,425,192,22,420,7,13396,35,15572,0,1403,26,41850
6/29/2022,4621,3722,1,0,2025,425,192,22,420,7,13412,35,15576,0,1403,26,41887
6/30/2022,4621,3747,1,0,2043,425,192,22,420,7,13421,35,15589,0,1403,26,41952
7/1/2022,4621,3747,1,0,2043,425,192,22,420,7,13430,35,15596,0,1403,26,41968
7/2/2022,4621,3747,1,0,2043,429,193,22,428,7,13431,35,15596,0,1403,26,41982
7/3/2022,4621,3747,1,0,2043,429,193,22,428,7,13431,35,15597,0,1403,26,41983
7/4/2022,4621,3747,1,0,2043,429,193,22,428,7,13431,35,15597,0,1403,26,41983
7/5/2022,4621,3747,1,0,2043,429,193,22,428,7,13434,35,15617,0,1403,26,42006
7/6/2022,4636,3747,1,0,2043,429,193,22,428,7,13445,35,15630,0,1403,26,42045
7/7/2022,4636,3788,1,0,2047,429,193,22,428,7,13454,35,15646,0,1403,26,42115
7/8/2022,4636,3788,1,0,2047,429,193,22,428,7,13462,35,15663,0,1403,26,42140
7/9/2022,4636,3788,1,0,2047,429,193,22,428,7,13469,35,15666,0,1403,26,42150
7/10/2022,4636,3788,1,0,2047,429,193,22,428,7,13470,35,15671,0,1403,26,42156
7/11/2022,4639,3788,1,0,2047,429,193,22,428,7,13471,35,15674,0,1403,26,42163
7/12/2022,4639,3788,1,0,2047,429,193,22,428,7,13476,35,15674,0,1403,26,42168
7/13/2022,4639,3788,1,0,2047,429,193,22,428,7,13486,35,15708,0,1403,26,42212
7/14/2022,4639,3823,1,0,2053,429,193,22,428,7,13493,35,15726,0,1403,26,42278
7/15/2022,4633,3823,1,0,2053,433,194,22,447,7,13498,37,15737,0,1417,26,42328
7/16/2022,4633,3823,1,0,2053,433,194,22,447,7,13506,37,15757,0,1417,26,42356
7/17/2022,4633,3823,1,0,2053,433,194,22,447,7,13514,37,15757,0,1417,26,42364
7/18/2022,4633,3823,1,0,2053,433,194,22,447,7,13514,37,15757,0,1417,26,42364
7/19/2022,4633,3823,1,0,2053,433,194,22,447,7,13521,37,15800,0,1417,26,42414
7/20/2022,4652,3823,1,0,2053,433,194,22,447,7,13540,37,15814,0,1417,26,42466
7/21/2022,4652,3855,1,0,2056,433,194,22,447,7,13555,37,15834,0,1417,26,42536
7/22/2022,4652,3855,1,0,2056,438,200,22,461,7,13615,48,15849,0,1438,26,42668
7/23/2022,4652,3855,1,0,2056,438,200,22,461,7,13615,48,15864,0,1438,26,42683
7/24/2022,4652,3855,1,0,2056,438,200,22,461,7,13615,48,15872,0,1438,26,42691
7/25/2022,4652,3855,1,0,2056,438,200,22,461,7,13615,48,15876,0,1438,26,42695
7/26/2022,4652,3855,1,0,2056,438,200,22,461,7,13644,48,15891,0,1438,26,42739
7/27/2022,4665,3855,1,0,2056,438,200,22,461,7,13644,48,15916,0,1438,26,42777
7/28/2022,4665,3908,1,0,2061,438,200,22,461,7,13701,48,15929,0,1438,26,42905
7/29/2022,4665,3908,1,0,2061,443,203,22,467,7,13702,49,15945,0,1438,26,42937
7/30/2022,4665,3908,1,0,2061,443,203,22,467,7,13702,49,15957,0,1438,26,42949
7/31/2022,4665,3908,1,0,2061,443,203,22,467,7,13702,49,15959,0,1438,26,42951
8/1/2022,4665,3908,1,0,2061,443,203,22,467,7,13702,49,15959,0,1438,26,42951
8/2/2022,4665,3908,1,0,2061,443,203,22,467,7,13707,49,15971,0,1438,27,42969
8/3/2022,4673,3908,1,0,2061,443,203,22,467,7,13707,49,15992,0,1438,29,43000
8/4/2022,4673,3940,1,0,2067,443,203,22,467,7,13717,49,16010,0,1438,29,43066
8/5/2022,4673,3940,1,0,2067,447,207,22,468,7,13770,49,16024,0,1438,29,43142
