Province/State,Alberta,British Columbia,Diamond Princess,Grand Princess,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prince Edward Island,Quebec,Repatriated Travellers,Saskatchewan,Yukon,Total_death
8/6/2022,4673,3940,1,0,2067,447,207,22,468,7,13770,49,16036,0,1438,29,43154
8/7/2022,4673,3940,1,0,2067,447,207,22,468,7,13770,49,16040,0,1438,29,43158
8/8/2022,4673,3940,1,0,2067,447,207,22,468,7,13770,49,16044,0,1438,30,43163
8/9/2022,4673,3940,1,0,2067,447,207,22,468,7,13770,49,16069,0,1438,30,43188
8/10/2022,4694,3940,1,0,2067,447,207,22,468,7,13770,49,16088,0,1438,30,43228
8/11/2022,4694,3995,1,0,2079,447,207,22,468,7,13873,49,16098,0,1438,30,43408
8/12/2022,4694,3995,1,0,2079,451,212,22,472,7,13872,51,16116,0,1438,30,43440
8/13/2022,4694,3995,1,0,2079,451,212,22,472,7,13872,51,16116,0,1438,30,43440
8/14/2022,4694,3995,1,0,2079,451,212,22,472,7,13872,51,16116,0,1438,30,43440
8/15/2022,4694,3995,1,0,2079,451,212,22,472,7,13872,51,16116,0,1438,30,43440
8/16/2022,4694,3995,1,0,2079,451,212,22,472,7,13881,51,16165,0,1438,30,43498
8/17/2022,4721,3995,1,0,2079,451,212,22,472,7,13881,51,16179,0,1438,30,43539
8/18/2022,4721,4037,1,0,2093,451,212,22,472,7,13928,51,16195,0,1438,30,43658
8/19/2022,4721,4037,1,0,2093,456,219,22,481,7,13935,52,16207,0,1479,30,43740
8/20/2022,4721,4037,1,0,2093,456,219,22,481,7,13935,52,16222,0,1479,30,43755
8/21/2022,4721,4037,1,0,2093,456,219,22,481,7,13935,52,16222,0,1479,30,43755
8/22/2022,4721,4037,1,0,2093,456,219,22,481,7,13935,52,16223,0,1479,30,43756
8/23/2022,4721,4037,1,0,2093,456,219,22,481,7,13956,52,16223,0,1479,30,43777
8/24/2022,4748,4037,1,0,2093,456,219,22,481,7,13956,52,16278,0,1479,30,43859
8/25/2022,4748,4097,1,0,2105,456,219,22,481,7,14000,52,16306,0,1479,30,44003
8/26/2022,4748,4097,1,0,2105,462,223,22,490,7,14008,53,16324,0,1479,30,44049
8/27/2022,4748,4097,1,0,2105,462,223,22,490,7,14008,53,16333,0,1479,30,44058
8/28/2022,4748,4097,1,0,2105,462,223,22,490,7,14008,53,16334,0,1479,30,44059
8/29/2022,4748,4097,1,0,2105,462,223,22,490,7,14008,53,16334,0,1479,30,44059
8/30/2022,4748,4097,1,0,2105,462,223,22,490,7,14032,53,16363,0,1479,30,44112
8/31/2022,4790,4097,1,0,2105,462,223,22,490,7,14032,53,16374,0,1479,30,44165
9/1/2022,4790,4145,1,0,2115,462,223,22,490,7,14114,53,16386,0,1479,30,44317
9/2/2022,4790,4145,1,0,2115,466,227,22,496,7,14119,54,16409,0,1479,30,44360
9/3/2022,4790,4145,1,0,2115,466,227,22,496,7,14119,54,16413,0,1479,30,44364
9/4/2022,4790,4145,1,0,2115,466,227,22,496,7,14119,54,16418,0,1479,30,44369
9/5/2022,4790,4145,1,0,2115,466,227,22,496,7,14119,54,16419,0,1479,30,44370
9/6/2022,4790,4145,1,0,2115,466,227,22,496,7,14127,54,16420,0,1479,30,44379
9/7/2022,4832,4145,1,0,2115,466,227,22,496,7,14127,54,16433,0,1479,30,44434
9/8/2022,4832,4183,1,0,2118,466,227,22,496,7,14189,54,16441,0,1479,30,44545
9/9/2022,4832,4183,1,0,2118,472,231,22,504,7,14193,56,16471,0,1479,30,44599
9/10/2022,4832,4183,1,0,2118,472,231,22,504,7,14193,56,16479,0,1479,30,44607
9/11/2022,4832,4183,1,0,2118,472,231,22,504,7,14193,56,16479,0,1479,30,44607
9/12/2022,4832,4183,1,0,2118,472,231,22,504,7,14193,56,16482,0,1479,31,44611
9/13/2022,4832,4183,1,0,2118,472,231,22,504,7,14216,56,16494,0,1479,31,44646
9/14/2022,4848,4183,1,0,2118,472,231,22,504,7,14216,56,16494,0,1479,31,44662
9/15/2022,4848,4216,1,0,2137,472,231,22,504,7,14278,56,16637,0,1479,31,44919
9/16/2022,4848,4216,1,0,2137,476,235,22,518,7,14283,57,16658,0,1507,31,44996
9/17/2022,4848,4216,1,0,2137,476,235,22,518,7,14283,57,16665,0,1507,31,45003
9/18/2022,4848,4216,1,0,2137,476,235,22,518,7,14283,57,16673,0,1507,31,45011
9/19/2022,4848,4216,1,0,2137,476,235,22,518,7,14283,57,16674,0,1507,31,45012
9/20/2022,4848,4216,1,0,2137,476,235,22,518,7,14291,57,16687,0,1507,31,45033
9/21/2022,4872,4216,1,0,2137,476,235,22,518,7,14291,57,16697,0,1507,31,45067
9/22/2022,4872,4253,1,0,2143,476,235,22,518,7,14342,57,16717,0,1507,31,45181
9/23/2022,4872,4253,1,0,2143,480,236,22,531,7,14349,59,16727,0,1507,31,45218
9/24/2022,4872,4253,1,0,2143,480,236,22,531,7,14349,59,16742,0,1507,31,45233
9/25/2022,4872,4253,1,0,2143,480,236,22,531,7,14349,59,16743,0,1507,31,45234
9/26/2022,4872,4253,1,0,2143,480,236,22,531,7,14349,59,16745,0,1507,31,45236
9/27/2022,4872,4253,1,0,2143,480,236,22,531,7,14367,59,16754,0,1507,31,45263
9/28/2022,4905,4253,1,0,2143,480,236,22,531,7,14367,59,16762,0,1507,31,45304
9/29/2022,4905,4283,1,0,2160,480,236,22,531,7,14415,59,16770,0,1507,31,45407
9/30/2022,4905,4283,1,0,2160,480,236,22,531,7,14415,59,16784,0,1507,31,45421
10/1/2022,4905,4283,1,0,2160,480,236,22,531,7,14415,59,16793,0,1507,31,45430
10/2/2022,4905,4283,1,0,2160,480,236,22,531,7,14415,59,16797,0,1507,31,45434
10/3/2022,4905,4283,1,0,2160,485,239,22,541,7,14415,60,16799,0,1507,31,45455
10/4/2022,4905,4283,1,0,2160,485,239,22,541,7,14428,60,16817,0,1507,31,45486
10/5/2022,4905,4283,1,0,2160,485,239,22,541,7,14428,60,16817,0,1507,31,45486
10/6/2022,4905,4321,1,0,2177,485,239,22,541,7,14488,60,16822,0,1507,31,45606
10/7/2022,4905,4321,1,0,2177,490,243,22,544,7,14495,61,16836,0,1507,31,45640
10/8/2022,4905,4321,1,0,2177,490,243,22,544,7,14495,61,16842,0,1507,31,45646
10/9/2022,4905,4321,1,0,2177,490,243,22,544,7,14495,61,16844,0,1507,31,45648
10/10/2022,4905,4321,1,0,2177,490,243,22,544,7,14495,61,16845,0,1507,31,45649
10/11/2022,4905,4321,1,0,2177,490,243,22,544,7,14508,61,16845,0,1507,31,45662
10/12/2022,4951,4321,1,0,2177,490,243,22,544,7,14508,61,16861,0,1507,31,45724
10/13/2022,4951,4370,1,0,2190,490,243,22,544,7,14553,61,16863,0,1507,31,45833
10/14/2022,4951,4370,1,0,2190,493,246,22,552,7,14560,63,16876,0,1566,31,45928
10/15/2022,4951,4370,1,0,2190,493,246,22,552,7,14560,63,16884,0,1566,31,45936
10/16/2022,4951,4370,1,0,2190,493,246,22,552,7,14560,63,16888,0,1566,31,45940
10/17/2022,4951,4370,1,0,2190,493,246,22,552,7,14560,63,16889,0,1566,31,45941
10/18/2022,4951,4370,1,0,2190,493,246,22,552,7,14581,63,16905,0,1566,31,45978
10/19/2022,4983,4370,1,0,2190,493,246,22,552,7,14581,63,16915,0,1566,31,46020
10/20/2022,4983,4423,1,0,2199,493,246,22,552,7,14659,63,16925,0,1566,31,46170
10/21/2022,4983,4423,1,0,2199,493,250,22,567,7,14672,64,16940,0,1566,31,46218
10/22/2022,4983,4423,1,0,2199,493,250,22,567,7,14672,64,16952,0,1566,31,46230
10/23/2022,4983,4423,1,0,2199,493,250,22,567,7,14672,64,16954,0,1566,31,46232
10/24/2022,4983,4423,1,0,2199,576,250,22,567,7,14672,64,16957,0,1566,32,46319
10/25/2022,4983,4423,1,0,2199,576,250,22,567,7,14690,64,16974,0,1566,32,46354
10/26/2022,5011,4423,1,0,2199,576,250,22,567,7,14690,64,16998,0,1566,32,46406
10/27/2022,5011,4485,1,0,2211,576,250,22,567,7,14757,64,17014,0,1566,32,46563
10/28/2022,5011,4485,1,0,2211,585,254,22,583,7,14770,66,17026,0,1604,32,46657
10/29/2022,5011,4485,1,0,2211,585,254,22,583,7,14770,66,17038,0,1604,32,46669
10/30/2022,5011,4485,1,0,2211,585,254,22,583,7,14770,66,17041,0,1604,32,46672
10/31/2022,5011,4485,1,0,2211,585,254,22,583,7,14770,66,17043,0,1604,32,46674
11/1/2022,5011,4485,1,0,2211,585,254,22,583,7,14785,66,17059,0,1604,32,46705
11/2/2022,5047,4485,1,0,2211,585,254,22,583,7,14785,66,17065,0,1604,32,46747
11/3/2022,5047,4525,1,0,2232,585,254,22,583,7,14870,66,17077,0,1604,32,46905
11/4/2022,5047,4525,1,0,2232,585,254,22,583,7,14887,66,17086,0,1604,32,46931
11/5/2022,5047,4525,1,0,2232,585,254,22,583,7,14887,66,17086,0,1604,32,46931
11/6/2022,5047,4525,1,0,2232,585,254,22,583,7,14887,66,17086,0,1604,32,46931
11/7/2022,5047,4525,1,0,2232,592,257,22,598,7,14887,69,17099,0,1604,32,46972
11/8/2022,5047,4525,1,0,2232,592,257,22,598,7,14919,69,17125,0,1604,32,47030
11/9/2022,5093,4525,1,0,2232,592,257,22,598,7,14919,69,17136,0,1604,32,47087
11/10/2022,5093,4552,1,0,2256,592,257,22,598,7,15005,69,17152,0,1604,32,47240
11/11/2022,5093,4552,1,0,2256,592,257,22,598,7,15023,69,17166,0,1604,32,47272
11/12/2022,5093,4552,1,0,2256,592,257,22,598,7,15023,69,17175,0,1604,32,47281
11/13/2022,5093,4552,1,0,2256,592,257,22,598,7,15023,69,17176,0,1604,32,47282
11/14/2022,5093,4552,1,0,2256,592,257,22,598,7,15023,69,17178,0,1604,32,47284
11/15/2022,5093,4552,1,0,2256,599,262,22,613,7,15058,72,17190,0,1662,32,47419
11/16/2022,5137,4552,1,0,2256,599,262,22,613,7,15058,72,17244,0,1662,32,47517
11/17/2022,5137,4607,1,0,2256,599,262,22,613,7,15138,72,17253,0,1662,32,47661
11/18/2022,5137,4607,1,0,2256,599,262,22,613,7,15148,72,17264,0,1662,32,47682
11/19/2022,5137,4607,1,0,2256,599,262,22,613,7,15148,72,17270,0,1662,32,47688
11/20/2022,5137,4607,1,0,2256,599,262,22,613,7,15148,72,17270,0,1662,32,47688
11/21/2022,5137,4607,1,0,2256,603,268,22,628,7,15148,74,17272,0,1662,32,47717
11/22/2022,5137,4607,1,0,2256,603,268,22,628,7,15154,74,17290,0,1662,32,47741
11/23/2022,5177,4607,1,0,2256,603,268,22,628,7,15154,74,17292,0,1662,32,47783
11/24/2022,5177,4642,1,0,2256,603,268,22,628,7,15176,74,17302,0,1662,32,47850
11/25/2022,5177,4642,1,0,2256,603,268,22,628,7,15176,74,17314,0,1662,32,47862
11/26/2022,5177,4642,1,0,2256,603,268,22,628,7,15176,74,17314,0,1662,32,47862
11/27/2022,5177,4642,1,0,2256,603,268,22,628,7,15176,74,17314,0,1662,32,47862
11/28/2022,5177,4642,1,0,2256,609,271,22,639,7,15176,76,17314,0,1701,32,47923
11/29/2022,5177,4642,1,0,2256,609,271,22,639,7,15176,76,17314,0,1701,32,47923
11/30/2022,5216,4642,1,0,2256,609,271,22,639,7,15176,76,17354,0,1701,32,48002
12/1/2022,5216,4642,1,0,2256,609,271,22,639,7,15300,76,17361,0,1701,32,48133
12/2/2022,5216,4642,1,0,2256,609,271,22,639,7,15300,76,17361,0,1701,32,48133
12/3/2022,5216,4642,1,0,2256,609,271,22,639,7,15300,76,17361,0,1701,32,48133
12/4/2022,5216,4642,1,0,2256,609,271,22,639,7,15300,76,17361,0,1701,32,48133
12/5/2022,5216,4680,1,0,2293,615,275,22,653,7,15312,81,17409,0,1701,32,48297
12/6/2022,5216,4680,1,0,2293,615,275,22,653,7,15312,81,17409,0,1701,32,48297
12/7/2022,5262,4680,1,0,2293,615,275,22,653,7,15312,81,17415,0,1701,32,48349
12/8/2022,5262,4680,1,0,2293,615,275,22,653,7,15370,81,17426,0,1701,32,48418
12/9/2022,5262,4715,1,0,2293,615,275,22,653,7,15375,81,17442,0,1701,32,48474
12/10/2022,5262,4715,1,0,2293,615,275,22,653,7,15375,81,17461,0,1701,32,48493
12/11/2022,5262,4715,1,0,2293,615,275,22,653,7,15375,81,17462,0,1701,32,48494
12/12/2022,5262,4715,1,0,2301,621,278,22,666,7,15375,81,17463,0,1750,32,48574
12/13/2022,5262,4715,1,0,2301,621,278,22,666,7,15378,81,17485,0,1750,32,48599
12/14/2022,5308,4715,1,0,2301,621,278,22,666,7,15378,81,17497,0,1750,32,48657
12/15/2022,5308,4760,1,0,2301,621,278,22,666,7,15440,81,17514,0,1750,32,48781
12/16/2022,5308,4760,1,0,2301,621,278,22,666,7,15440,81,17533,0,1750,32,48800
12/17/2022,5308,4760,1,0,2301,621,278,22,666,7,15440,81,17537,0,1750,32,48804
12/18/2022,5308,4760,1,0,2301,621,278,22,666,7,15440,81,17540,0,1750,32,48807
12/19/2022,5308,4760,1,0,2305,628,282,22,672,7,15440,81,17542,0,1750,32,48830
12/20/2022,5308,4760,1,0,2305,628,282,22,672,7,15440,82,17570,0,1750,32,48859
12/21/2022,5351,4760,1,0,2305,628,282,22,672,7,15440,82,17586,0,1750,32,48918
12/22/2022,5351,4760,1,0,2305,628,282,22,672,7,15508,82,17593,0,1750,32,48993
12/23/2022,5351,4806,1,0,2331,635,288,22,674,7,15514,82,17615,0,1781,32,49139
12/24/2022,5351,4806,1,0,2331,635,288,22,674,7,15514,82,17615,0,1781,32,49139
12/25/2022,5351,4806,1,0,2331,635,288,22,674,7,15514,82,17615,0,1781,32,49139
12/26/2022,5351,4806,1,0,2331,635,288,22,674,7,15514,82,17626,0,1781,32,49150
12/27/2022,5351,4806,1,0,2331,635,288,22,674,7,15514,82,17628,0,1781,32,49152
12/28/2022,5351,4806,1,0,2331,635,288,22,674,7,15514,82,17644,0,1781,32,49168
12/29/2022,5351,4806,1,0,2331,635,288,22,674,7,15538,82,17670,0,1781,32,49218
12/30/2022,5351,4806,1,0,2331,635,288,22,674,7,15538,82,17681,0,1781,32,49229
12/31/2022,5351,4806,1,0,2331,635,288,22,674,7,15538,82,17690,0,1781,32,49238
1/1/2023,5351,4806,1,0,2331,635,288,22,674,7,15538,82,17692,0,1781,32,49240
1/2/2023,5351,4806,1,0,2331,635,288,22,674,7,15538,82,17692,0,1781,32,49240
1/3/2023,5351,4806,1,0,2331,635,288,22,674,7,15538,82,17694,0,1781,32,49242
1/4/2023,5351,4806,1,0,2331,635,288,22,674,7,15538,82,17700,0,1781,32,49248
1/5/2023,5351,4896,1,0,2331,635,288,22,674,7,15628,82,17714,0,1781,32,49442
1/6/2023,5415,4896,1,0,2331,635,288,22,674,7,15633,82,17728,0,1781,32,49525
1/7/2023,5415,4896,1,0,2331,635,288,22,674,7,15633,82,17745,0,1781,32,49542
1/8/2023,5415,4896,1,0,2331,635,288,22,674,7,15633,82,17746,0,1781,32,49543
1/9/2023,5415,4896,1,0,2369,740,295,22,689,7,15633,82,17750,0,1800,32,49731
1/10/2023,5415,4896,1,0,2369,740,295,22,689,7,15643,83,17768,0,1800,32,49760
1/11/2023,5443,4896,1,0,2369,740,295,22,689,7,15643,83,17774,0,1800,32,49794
1/12/2023,5443,4961,1,0,2369,740,295,22,689,7,15717,83,17789,0,1800,32,49948
1/13/2023,5443,4961,1,0,2369,740,295,22,689,7,15717,83,17801,0,1800,32,49960
1/14/2023,5443,4961,1,0,2369,740,295,22,689,7,15717,83,17810,0,1800,32,49969
1/15/2023,5443,4961,1,0,2369,740,295,22,689,7,15717,83,17810,0,1800,32,49969
1/16/2023,5443,4961,1,0,2394,749,295,22,699,7,15717,83,17811,0,1800,32,50014
1/17/2023,5443,4961,1,0,2394,749,295,22,699,7,15717,85,17827,0,1800,32,50032
1/18/2023,5470,4961,1,0,2394,749,295,22,699,7,15717,85,17831,0,1800,32,50063
1/19/2023,5470,5007,1,0,2394,749,295,22,699,7,15817,85,17846,0,1800,32,50224
1/20/2023,5470,5007,1,0,2394,749,295,22,699,7,15822,85,17854,0,1800,32,50237
1/21/2023,5470,5007,1,0,2394,749,295,22,699,7,15822,85,17865,0,1800,32,50248
1/22/2023,5470,5007,1,0,2394,749,295,22,699,7,15822,85,17865,0,1800,32,50248
1/23/2023,5470,5007,1,0,2403,762,296,22,705,7,15822,85,17865,0,1826,32,50303
1/24/2023,5470,5007,1,0,2403,762,296,22,705,7,15826,85,17885,0,1826,32,50327
1/25/2023,5468,5007,1,0,2403,762,296,22,705,7,15826,85,17904,0,1826,32,50344
1/26/2023,5468,5061,1,0,2403,762,296,22,705,7,15888,85,17923,0,1826,32,50479
1/27/2023,5468,5061,1,0,2403,762,296,22,705,7,15899,85,17936,0,1826,32,50503
1/28/2023,5468,5061,1,0,2403,762,296,22,705,7,15899,85,17940,0,1826,32,50507
1/29/2023,5468,5061,1,0,2403,762,296,22,705,7,15899,85,17940,0,1826,32,50507
1/30/2023,5465,5061,1,0,2418,773,296,22,715,7,15899,85,17941,0,1826,32,50541
1/31/2023,5465,5061,1,0,2418,773,296,22,715,7,15903,88,17954,0,1826,32,50561
2/1/2023,5486,5061,1,0,2418,773,296,22,715,7,15903,88,17962,0,1826,32,50590
2/2/2023,5486,5106,1,0,2418,773,296,22,715,7,15952,88,17967,0,1826,32,50689
2/3/2023,5486,5106,1,0,2418,773,296,22,715,7,15963,88,17971,0,1826,32,50704
2/4/2023,5486,5106,1,0,2418,773,296,22,715,7,15963,88,17971,0,1826,32,50704
2/5/2023,5486,5106,1,0,2418,773,296,22,715,7,15963,88,17971,0,1826,32,50704
2/6/2023,5486,5106,1,0,2428,781,304,22,724,7,15963,88,17971,0,1858,32,50771
2/7/2023,5486,5106,1,0,2428,781,304,22,724,7,15967,90,17993,0,1858,32,50799
2/8/2023,5510,5106,1,0,2428,781,304,22,724,7,15967,90,17997,0,1858,32,50827
2/9/2023,5510,5139,1,0,2428,781,304,22,724,7,16006,90,18002,0,1858,32,50904
2/10/2023,5510,5139,1,0,2428,781,304,22,724,7,16006,90,18015,0,1858,32,50917
2/11/2023,5510,5139,1,0,2428,781,304,22,724,7,16006,90,18017,0,1858,32,50919
2/12/2023,5510,5139,1,0,2428,781,304,22,724,7,16006,90,18017,0,1858,32,50919
2/13/2023,5510,5139,1,0,2439,812,304,22,746,7,16006,90,18021,0,1858,32,50987
2/14/2023,5510,5139,1,0,2439,812,304,22,746,7,16006,92,18030,0,1858,32,50998
2/15/2023,5536,5139,1,0,2439,812,304,22,746,7,16006,92,18037,0,1858,32,51031
2/16/2023,5536,5157,1,0,2439,812,304,22,746,7,16064,92,18049,0,1858,32,51119
2/17/2023,5536,5157,1,0,2439,812,304,22,746,7,16066,92,18053,0,1858,32,51125
2/18/2023,5536,5157,1,0,2439,812,304,22,746,7,16066,92,18062,0,1858,32,51134
2/19/2023,5536,5157,1,0,2439,812,304,22,746,7,16066,92,18062,0,1858,32,51134
2/20/2023,5536,5157,1,0,2456,822,311,22,771,7,16066,92,18063,0,1882,32,51218
2/21/2023,5536,5157,1,0,2456,822,311,22,771,7,16066,92,18073,0,1882,32,51228
2/22/2023,5556,5157,1,0,2456,822,311,22,771,7,16066,92,18078,0,1882,32,51253
2/23/2023,5556,5192,1,0,2456,822,311,22,771,7,16130,92,18084,0,1882,32,51358
2/24/2023,5556,5192,1,0,2456,822,311,22,771,7,16134,92,18090,0,1882,32,51368
2/25/2023,5556,5192,1,0,2456,822,311,22,771,7,16134,92,18097,0,1882,32,51375
2/26/2023,5556,5192,1,0,2456,822,311,22,771,7,16134,92,18097,0,1882,32,51375
2/27/2023,5556,5192,1,0,2460,825,311,22,786,7,16134,92,18097,0,1882,32,51397
2/28/2023,5556,5192,1,0,2460,825,311,22,786,7,16138,92,18101,0,1882,32,51405
3/1/2023,5602,5192,1,0,2460,825,311,22,786,7,16138,92,18105,0,1882,32,51455
3/2/2023,5602,5218,1,0,2460,825,311,22,786,7,16184,92,18114,0,1882,32,51536
3/3/2023,5602,5218,1,0,2460,825,311,22,786,7,16186,92,18124,0,1882,32,51548
3/4/2023,5602,5218,1,0,2460,825,311,22,786,7,16186,92,18131,0,1882,32,51555
3/5/2023,5602,5218,1,0,2460,825,311,22,786,7,16186,92,18131,0,1882,32,51555
3/6/2023,5602,5218,1,0,2464,834,318,22,794,7,16186,92,18132,0,1890,32,51592
3/7/2023,5602,5218,1,0,2464,834,318,22,794,7,16186,93,18144,0,1890,32,51605
3/8/2023,5622,5218,1,0,2464,834,318,22,794,7,16186,93,18153,0,1890,32,51634
3/9/2023,5622,5249,1,0,2464,834,318,22,794,7,16234,93,18160,0,1890,32,51720
